date,company,ticker,action_type,ratio,action_details
2025-06-17,Eat & Beyond Global Holdings Inc,EATS,Other,1 for 1,Eat & Beyond Global Holdings Inc. (EATS) performed a 1 for 1 name and CUSIP change to Digital Asset Technologies Inc. (DATT).
2025-06-17,Sensei Biotherapeutics Inc,SNSE,Consolidation,1 for 20,Sensei Biotherapeutics Inc (SNSE) performed a 1 for 20 consolidation. Holders will now hold 1 share of Sensei Biotherapeutics Inc (SNSE) for every 20 shares previously held.
2025-06-17,Search Minerals Inc,SMY,Consolidation,1 for 10,Search Minerals Inc (SMY) performed a 1 for 10 consolidation. Holders will now hold 1 share of Search Minerals Inc (SMY) for every 10 shares previously held.
2025-06-17,KGL Resources Limited,KGL.H,Consolidation,1 for 2,KGL Resources Limited (KGL.H) performed a 1 for 2 consolidation. Holders will now hold 1 share of KGL Resources Limited (KGL.H) for every 2 shares previously held.
2025-06-17,FibroGen,FGEN,Consolidation,1 for 25,FibroGen (FGEN) performed a 1 for 25 consolidation. Holders will now hold 1 share of FibroGen (FGEN) for every 25 shares previously held.
2025-06-17,RAPT Therapeutics Inc,RAPT,Consolidation,1 for 8,RAPT Therapeutics Inc (RAPT) performed a 1 for 8 consolidation. Holders will now hold 1 share of RAPT Therapeutics Inc (RAPT) for every 8 shares previously held.
2025-06-17,Dada Nexus Ltd - ADR,DADA,Redemption,,Dada Nexus Ltd - ADR (DADA) performed mandatory redemption. Holders will receive 1.95 USD per share held.
2025-06-16,Shuttle Pharmaceuticals Holdings Inc,SHPH,Consolidation,1 for 25,Shuttle Pharmaceuticals Holdings Inc. (SHPH) performed a 1 for 25 consolidation. Holders will now hold 1 share of Shuttle Pharmaceuticals Holdings Inc. (SHPH) for every 25 shares previously held.
2025-06-16,Maritime Resources,MAE,Consolidation,1 for 10,Maritime Resources (MAE) performed a 1 for 10 consolidation. Holders will now hold 1 share of Maritime Resources (MAE) for every 10 shares previously held.
2025-06-16,INVERITE INS RG,INVR,Consolidation,1 for 6,INVERITE INS RG (INVR) performed a 1 for 6 consolidation. Holders will now hold 1 share of INVERITE INS RG (INVR) for every 6 shares previously held.
2025-06-16,Jeffs Brands Ltd,JFBR,Consolidation,1 for 17,Jeffs Brands Ltd (JFBR) performed a 1 for 17 consolidation. Holders will now hold 1 share of Jeffs Brands Ltd (JFBR) for every 17 shares previously held.
2025-06-16,Neo Concept International Group Holdings Limited,NCI,Consolidation,1 for 5,Neo Concept International Group Holdings Limited (NCI) performed a 1 for 5 consolidation. Holders will now hold 1 share of Neo Concept International Group Holdings Limited (NCI) for every 5 shares previously held.
2025-06-16,Jianzhi Education Technology Group Co Ltd,JZ,Consolidation,1 for 10,Jianzhi Education Technology Group Co Ltd (JZ) performed a 1 for 10 consolidation. Holders will now hold 1 ADR of Jianzhi Education Technology Group Co Ltd (JZ) for every 10 shares previously held.
2025-06-16,Ark 21Shares Bitcoin ETF Shares Benefit International,ARKB,Stock Split,3 for 1,Ark 21Shares Bitcoin ETF Shares Benefit International (ARKB) performed a 3 for 1 stock split. Holders will now hold 3 shares of Ark 21Shares Bitcoin ETF Shares Benefit International (ARKB) per 1 share previously held.
2025-06-16,Regencell Bioscience Holdings Ltd,RGC,Stock Split,38 for 1,Regencell Bioscience Holdings Ltd (RGC) performed a 38 for 1 stock split. Holders will now hold 38 shares of Regencell Bioscience Holdings Ltd (RGC) per 1 share previously held.
2025-06-16,TrueShares Low Volatility Equity Income ETF,DIVZ,Merger,,TrueShares Low Volatility Equity Income ETF (DIVZ) performed Merger. Holders will receive 1 new share of ETF Elevation Ser for each share previously held.
2025-06-16,"TrueShares Technology, AI & Deep Learning ETF",LRNZ,Merger,,"TrueShares Technology, AI & Deep Learning ETF (LRNZ) performed Merger. Holders will receive 1 new share of ETF Elevation Ser for each share previously held."
2025-06-16,Listed Fund Trust - Trueshares Eagle Global Renewable Energy Income ETF,RNWZ,Merger,,Listed Fund Trust - Trueshares Eagle Global Renewable Energy Income ETF (RNWZ) performed Merger. Holders will receive 1 new share of ETF Elevation Ser for each share previously held.
2025-06-16,Gabo Mining Ltd,GAB,Other,1 for 1,Gabo Mining Ltd. (GAB) performed a 1 for 1 name and CUSIP change to Gamma Resources Ltd (GAMA).
2025-06-16,SMX,SMX,Consolidation,1 for 4.1,SMX (Security Matters) PLC (SMX) performed a 1 for 4.1 consolidation. Holders will now hold 1 share of SMX (Security Matters) PLC (SMX) for every 4.1 shares previously held.
2025-06-16,Forward Air,FWRD,Merger,,Forward Air (FWRD) performed Merger. Holders will receive 1 new share ofForward Air (FWRD) for each share previously held.
2025-06-16,GlucoTrack Inc,GCTK,Consolidation,1 for 60,GlucoTrack Inc (GCTK) performed a 1 for 60 consolidation. Holders will now hold 1 share of GlucoTrack Inc (GCTK) for every 60 shares previously held.
2025-06-16,GlycoMimetics Inc,GLYC,Consolidation,1 for 100,GlycoMimetics Inc. (GLYC) performed a 1 for 100 consolidation. Holders will now hold 1 share of GlycoMimetics Inc. (GLYC) for every 100 shares previously held.
2025-06-13,ProShares Ultra Gold,UGL,Stock Split,4 for 1,ProShares Ultra Gold (UGL) performed a 4 for 1 stock split. Holders will now hold 4 shares of ProShares Ultra Gold (UGL) per 1 share previously held.
2025-06-13,CERo Therapeutics Holdings Inc,CERO,Consolidation,1 for 20,CERo Therapeutics Holdings Inc. (CERO) performed a 1 for 20 consolidation. Holders will now hold 1 share of CERo Therapeutics Holdings Inc. (CERO) for every 20 shares previously held.
2025-06-13,NuLegacy Gold,NUG,Consolidation,1 for 25,NuLegacy Gold (NUG) performed a 1 for 25 consolidation. Holders will now hold 1 share of NuLegacy Gold (NUG) for every 25 shares previously held.
2025-06-13,ProShares UltraShort Gold ETF,GLL,Consolidation,1 for 2,ProShares UltraShort Gold ETF (GLL) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares UltraShort Gold ETF (GLL) for every 2 shares previously held.
2025-06-13,China Natural Resources Inc,CHNR,Consolidation,1 for 8,China Natural Resources Inc. (CHNR) performed a 1 for 8 consolidation. Holders will now hold 1 share of China Natural Resources Inc. (CHNR) for every 8 shares previously held.
2025-06-13,Onconetix Inc,ONCO,Consolidation,1 for 85,Onconetix Inc. (ONCO) performed a 1 for 85 consolidation. Holders will now hold 1 share of Onconetix Inc. (ONCO) for every 85 shares previously held.
2025-06-13,Artelo Biosciences Inc,ARTL,Consolidation,1 for 6,Artelo Biosciences Inc (ARTL) performed a 1 for 6 consolidation. Holders will now hold 1 share of Artelo Biosciences Inc (ARTL) for every 6 shares previously held.
2025-06-13,Colibri Resource,CBI,Consolidation,1 for 5,Colibri Resource (CBI) performed a 1 for 5 consolidation. Holders will now hold 1 share of Colibri Resource (CBI) for every 5 shares previously held.
2025-06-13,"Amaze Holdings, Inc",AMZE,Consolidation,1 for 23,"Amaze Holdings, Inc (AMZE) performed a 1 for 23 consolidation. Holders will now hold 1 share of Amaze Holdings, Inc (AMZE) for every 23 shares previously held."
2025-06-12,Ernexa Therapeutics Inc,ERNA,Consolidation,1 for 15,Ernexa Therapeutics Inc. (ERNA) performed a 1 for 15 consolidation. Holders will now hold 1 share of Ernexa Therapeutics Inc. (ERNA) for every 15 shares previously held.
2025-06-12,ProShares UltraShort Industrials,SIJ,Consolidation,1 for 2,ProShares UltraShort Industrials (SIJ) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares UltraShort Industrials (SIJ) for every 2 shares previously held.
2025-06-12,ProShares Trust - Ultpro Short,SMDD,Consolidation,1 for 2,ProShares Trust - Ultpro Short (SMDD) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares Trust - Ultpro Short (SMDD) for every 2 shares previously held.
2025-06-12,ProShares Trust - Ultrashort Bitcoin ETF,SBIT,Consolidation,1 for 5,ProShares Trust - Ultrashort Bitcoin ETF (SBIT) performed a 1 for 5 consolidation. Holders will now hold 1 share of ProShares Trust - Ultrashort Bitcoin ETF (SBIT) for every 5 shares previously held.
2025-06-12,Volcon Inc,VLCN,Consolidation,1 for 8,Volcon Inc. (VLCN) performed a 1 for 8 consolidation. Holders will now hold 1 share of Volcon Inc. (VLCN) for every 8 shares previously held.
2025-06-12,ProShares Trust - Ultra Ether ETF,ETHT,Consolidation,1 for 5,ProShares Trust - Ultra Ether ETF (ETHT) performed a 1 for 5 consolidation. Holders will now hold 1 share of ProShares Trust - Ultra Ether ETF (ETHT) for every 5 shares previously held.
2025-06-12,ProShares UltraShort Consumer Services,SCC,Consolidation,1 for 2,ProShares UltraShort Consumer Services (SCC) performed a 1 for 2 consolidation. Holders will now hold 1 share of ProShares UltraShort Consumer Services (SCC) for every 2 shares previously held.
2025-06-12,System1 Inc,SST,Consolidation,1 for 10,System1 Inc (Class A) (SST) performed a 1 for 10 consolidation. Holders will now hold 1 share of System1 Inc (Class A) (SST) for every 10 shares previously held.
2025-06-12,AIM ImmunoTech Inc,AIMI,Consolidation,1 for 100,AIM ImmunoTech Inc (AIMI) performed a 1 for 100 consolidation. Holders will now hold 1 share of AIM ImmunoTech Inc (AIMI) for every 100 shares previously held.
2025-06-11,Saverone 2014 Limited,SVRE,Consolidation,1 for 3,Saverone 2014 Limited (SVRE) performed a 1 for 3 consolidation. Holders will now hold 1 ADR of Saverone 2014 Limited ADR (SVRE) for every 3 shares previously held.
2025-06-11,Burcon Nutrascience Corp,BU,Consolidation,1 for 20,Burcon Nutrascience Corp (BU) performed a 1 for 20 consolidation. Holders will now hold 1 share of Burcon Nutrascience Corp (BU) for every 20 shares previously held.
2025-06-11,Premium Resources Limited,PREM,Other,1 for 1,Premium Resources Limited (PREM) performed a 1 for 1 name and CUSIP change to NexMetals Mining Corp. (NEXM).
2025-06-10,Bone Biologics Corp,BBLG,Consolidation,1 for 6,Bone Biologics Corp (BBLG) performed a 1 for 6 consolidation. Holders will now hold 1 share of Bone Biologics Corp (BBLG) for every 6 shares previously held.
2025-06-10,ClearOne Inc,CLRO,Consolidation,1 for 15,ClearOne Inc (CLRO) performed a 1 for 15 consolidation. Holders will now hold 1 share of ClearOne Inc (CLRO) for every 15 shares previously held.
2025-06-10,Musk Metals Corp,MUSK,Consolidation,1 for 8,Musk Metals Corp (MUSK) performed a name change and a 1 for 8 consolidation. Holders will now hold 1 share of Germanium Mining Corp. (GMC) for every 8 shares previously held.
2025-06-10,"O`Reilly Automotive, Inc",ORLY,Stock Split,15 for 1,"O`Reilly Automotive, Inc. (ORLY) performed a 15 for 1 stock split. Holders will now hold 15 shares of O`Reilly Automotive, Inc. (ORLY) per 1 share previously held."
2025-06-10,Inuvo Inc,INUV,Consolidation,1 for 10,Inuvo Inc (INUV) performed a 1 for 10 consolidation. Holders will now hold 1 share of Inuvo Inc (INUV) for every 10 shares previously held.
2025-06-09,Bolt Biotherapeutics Inc,BOLT,Consolidation,1 for 20,Bolt Biotherapeutics Inc (BOLT) performed a 1 for 20 consolidation. Holders will now hold 1 share of Bolt Biotherapeutics Inc (BOLT) for every 20 shares previously held.
2025-06-09,Fangdd Network Group Ltd,DUO,Consolidation,1 for 16,Fangdd Network Group Ltd (DUO) performed a 1 for 16 consolidation. Holders will now hold 1 share of Fangdd Network Group Ltd (DUO) for every 16 shares previously held.
2025-06-09,Nektar Therapeutics,NKTR,Consolidation,1 for 15,Nektar Therapeutics (NKTR) performed a 1 for 15 consolidation. Holders will now hold 1 share of Nektar Therapeutics (NKTR) for every 15 shares previously held.
2025-06-09,Pixelworks Inc,PXLW,Consolidation,1 for 12,Pixelworks Inc (PXLW) performed a 1 for 12 consolidation. Holders will now hold 1 share of Pixelworks Inc (PXLW) for every 12 shares previously held.
2025-06-09,Aethlon Medical Inc,AEMD,Consolidation,1 for 8,Aethlon Medical Inc. (AEMD) performed a 1 for 8 consolidation. Holders will now hold 1 share of Aethlon Medical Inc. (AEMD) for every 8 shares previously held.
2025-06-09,Houston American Energy Corp,HUSA,Consolidation,1 for 10,Houston American Energy Corp (HUSA) performed a 1 for 10 consolidation. Holders will now hold 1 share of Houston American Energy Corp (HUSA) for every 10 shares previously held.
2025-06-06,IN8bio Inc,INAB,Consolidation,1 for 30,IN8bio Inc (INAB) performed a 1 for 30 consolidation. Holders will now hold 1 new share of IN8bio Inc (INAB) for every 30 shares previously held.
2025-06-06,Hennessy Capital Investment Corp VI,HCVI,Merger,,Hennessy Capital Investment Corp VI (Class A) (HCVI) performed a merger. Holders will receive 1 share of Namib Minerals (NAMM) for each share previously held.
2025-06-06,1 Ord Share Class A & 1/3 War,HCVIU,Merger,,1 Ord Share Class A & 1/3 War (HCVIU) performed a merger. Holders will receive 1 share of Namib Minerals (NAMM) and 3 warrants of Namib Minerals - C/wts 05/06/2030To Pur (NAMMW) for each share previously held.
2025-06-05,Midori Carbon Inc,MIDO,Other,1 for 1,Midori Carbon Inc. (MIDO) performed a 1 for 1 name and CUSIP change to Standard Strategies Inc. (SBTC).
2025-06-05,Stamper Oil & Gas Corporation,STMP,Stock Split,3.8 for 1,Stamper Oil & Gas Corporation (STMP) performed a 3.8 for 1 stock split. Holders will now hold 3.8 shares of Stamper Oil & Gas Corporation (STMP) per 1 share previously held.
2025-06-05,Black Spade Acquisition II Company,BSII,Merger,,Black Spade Acquisition II Company (BSII) performed a merger. Holders will receive 1 share of Generation Essentials Group (TGE) for each share previously held.
2025-06-05,Black Spade Acquisition II Company - 1 Class A & 1/3 Warrants Exp. 15/02/2029,BSIIU,Merger,,Black Spade Acquisition II Company - 1 Class A & 1/3 Warrants Exp. 15/02/2029 (BSIIU) performed a merger. Holders will receive 1 share of Generation Essentials Group (TGE) plus 0.333333 TGE warrants (TGE.WS) for each share previously held.
2025-06-05,Mackenzie Global Sustainable Dividend Index ETF CAD,MDVD,Dividend,,Mackenzie Global Sustainable Dividend Index ETF CAD (MDVD) has performed a mandatory redemption. Details of the event are still to be determined.
2025-06-05,Mackenzie Global Sustainable Dividend Index ETF - USD,MDVD.U,Dividend,,Mackenzie Global Sustainable Dividend Index ETF - USD (MDVD.U) has performed a mandatory redemption. Details of the event are still to be determined.
2025-06-05,Mackenzie US Large Cap Equity Index ETF - USD,QUU.U,Redemption,,Mackenzie US Large Cap Equity Index ETF - USD (QUU.U) has performed a mandatory redemption. Details of the event are still to be determined.
2025-06-04,Core Assets Corp,CC,Consolidation,1 for 10,Core Assets Corp (CC) performed a 1 for 10 consolidation. Holders will now hold 1 new share of Core Assets Corp (CC) for every 10 shares previously held.
2025-06-04,Rex Resources Corp,OWN,Consolidation,1 for 3,Rex Resources Corp (Class A) (OWN) performed a 1 for 3 consolidation. Holders will now hold 1 new share of Rex Resources Corp (Class A) (OWN) for every 3 shares previously held.
2025-06-04,1 Ord Share Class A & 1/3 War,PFTAU,Liquidation,,1 Ord Share Class A & 1/3 War (PFTAU) performed a liquidation. Holders will receive 11.14262053 USD per share held.
2025-06-04,Checkpoint Therapeutics Inc,CKPT,Merger,,Checkpoint Therapeutics Inc. (CKPT) performed a merger. Holders will receive 4.1 USD and 1 CVR for each share previously held.
2025-06-03,Investment Managers Series Trust II - Tradr 2X Long Triple Q Monthly ETF,MQQQ,Consolidation,1 for 5,Investment Managers Series Trust II - Tradr 2X Long Triple Q Monthly ETF (MQQQ) performed a 1 for 5 consolidation. Holders will now hold 1 share of Investment Managers Series Trust II - Tradr 2X Long Triple Q Monthly ETF (MQQQ) for every 5 shares previously held.
2025-06-03,AGM Group Holdings Inc,AGMH,Consolidation,1 for 50,AGM Group Holdings Inc. (AGMH) performed a 1 for 50 consolidation. Holders will now hold 1 share of AGM Group Holdings Inc. (AGMH) for every 50 shares previously held.
2025-06-03,Investment Managers Series Trust II - Tradr 2X Long Spy Quarterly ETF,SPYQ,Consolidation,1 for 5,Investment Managers Series Trust II - Tradr 2X Long Spy Quarterly ETF (SPYQ) performed a 1 for 5 consolidation. Holders will now hold 1 share of Investment Managers Series Trust II - Tradr 2X Long Spy Quarterly ETF (SPYQ) for every 5 shares previously held.
